feature_type,feature_code,geometry,created_at
﻿Trạm điện,tram_dien,"POINT [108.2476580142975, 15.965712999045675]",2025-11-23T15:12:50.494Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24973940849306, 15.9766878444082], [108.24806571006775, 15.97589363237463], [108.24777603149415, 15.976945704780249], [108.24828028678895, 15.977203564820044], [108.2481622695923, 15.977337651909416], [108.2476794719696, 15.977100420843993], [108.24742197990419, 15.977585197069157], [108.24637055397035, 15.977595511444164], [108.24769020080566, 15.975604827217358], [108.24528694152833, 15.973985447722884], [108.24505090713502, 15.975109731692402]]",2025-11-23T15:13:19.040Z
﻿Trạm điện,tram_dien,"POINT [108.25260400772095, 15.991715392147645]",2025-11-23T15:28:21.625Z
﻿Cột điện,cot_dien,"POINT [108.25958630691386, 15.997676591019506]",2025-11-24T14:48:14.159Z
﻿Cột điện,cot_dien,"POINT [108.25847518781529, 15.994969321180402]",2025-11-24T14:48:11.096Z
﻿Cột điện,cot_dien,"POINT [108.25838930421348, 15.994572251853747]",2025-11-24T14:48:09.726Z
﻿Trạm điện,tram_dien,"POINT [108.23705792427064, 15.992241387434362]",2025-11-24T15:15:10.395Z
﻿Trạm điện,tram_dien,"POINT [108.19164276123048, 16.00776278203199]",2025-11-24T15:21:52.826Z
﻿Trạm điện,tram_dien,"POINT [108.2340431213379, 16.016280988318353]",2025-11-24T15:21:39.116Z
﻿Cột điện,cot_dien,"POINT [108.25974404811859, 15.998481029846957]",2025-11-25T11:38:52.425Z
﻿Trạm điện,tram_dien,"POINT [108.26107978820802, 16.01021721772384]",2025-11-25T11:38:45.867Z
﻿Cột điện,cot_dien,"POINT [108.25989961624146, 15.999986765615176]",2025-11-25T11:38:54.481Z
﻿Cột điện,cot_dien,"POINT [108.25951337814332, 15.999971295784839]",2025-11-25T11:38:55.371Z
﻿Cột điện,cot_dien,"POINT [108.25991034507751, 15.999367971467287]",2025-11-25T11:38:53.385Z
﻿Cột điện,cot_dien,"POINT [108.25948655605318, 15.99947110395833]",2025-11-25T11:38:56.427Z
﻿Cột điện,cot_dien,"POINT [108.259454369545, 15.999099826741421]",2025-11-25T11:38:57.403Z
﻿Cột điện,cot_dien,"POINT [108.25932025909425, 15.998625415960388]",2025-11-25T11:38:58.805Z
﻿Đèn đường,den_duong,"POINT [108.25952410697938, 15.999837223871689]",2025-11-25T11:39:02.473Z
﻿Đèn đường,den_duong,"POINT [108.2598513364792, 15.999037947138211]",2025-11-25T11:39:04.394Z
﻿Cột điện,cot_dien,"POINT [108.25919151306152, 15.99797052096651]",2025-11-25T11:38:59.715Z
﻿Đèn đường,den_duong,"POINT [108.25993180274963, 15.99972893495311]",2025-11-25T11:39:03.615Z
﻿Đèn đường,den_duong,"POINT [108.25940072536469, 15.998898717960898]",2025-11-25T11:39:05.273Z
﻿Đèn đường,den_duong,"POINT [108.25927734375001, 15.998285077097572]",2025-11-25T11:39:06.239Z
﻿Đèn đường,den_duong,"POINT [108.25915396213533, 15.997676591019506]",2025-11-25T11:39:07.541Z
﻿Đèn đường,den_duong,"POINT [108.25964748859407, 15.998192257307114]",2025-11-25T11:39:09.711Z
﻿Đèn đường,den_duong,"POINT [108.25982451438905, 16.002260817646516]",2025-11-25T11:39:13.009Z
﻿Đèn đường,den_duong,"POINT [108.25952947139741, 15.997485794155855]",2025-11-25T11:39:08.543Z
﻿Đèn đường,den_duong,"POINT [108.259454369545, 16.002039085820837]",2025-11-25T11:39:14.033Z
﻿Đèn đường,den_duong,"POINT [108.25983524322511, 16.00159046486276]",2025-11-25T11:39:12.139Z
﻿Đèn đường,den_duong,"POINT [108.25941145420074, 16.003023985770003]",2025-11-25T11:39:16.353Z
﻿Đèn đường,den_duong,"POINT [108.25946509838106, 16.001162469216684]",2025-11-25T11:39:14.937Z
﻿Đèn đường,den_duong,"POINT [108.25980305671693, 16.003158055544688]",2025-11-25T11:39:17.767Z
﻿Đèn đường,den_duong,"POINT [108.25938463211061, 16.004354366473727]",2025-11-25T11:39:19.915Z
﻿Đèn đường,den_duong,"POINT [108.25927197933198, 16.00518456079531]",2025-11-25T11:39:22.477Z
﻿Đèn đường,den_duong,"POINT [108.25978159904481, 16.004447183401492]",2025-11-25T11:39:20.913Z
﻿Đèn đường,den_duong,"POINT [108.25946509838106, 16.00602506457478]",2025-11-25T11:39:26.409Z
﻿Đèn đường,den_duong,"POINT [108.25963139533998, 16.005323785592136]",2025-11-25T11:39:23.650Z
﻿Đèn đường,den_duong,"POINT [108.25850486755371, 16.00709760413857]",2025-11-25T11:39:29.173Z
﻿Đèn đường,den_duong,"POINT [108.25907349586488, 16.005834275683597]",2025-11-25T11:39:27.218Z
﻿Đèn đường,den_duong,"POINT [108.25888574123384, 16.007221358332995]",2025-11-25T11:39:30.321Z
﻿Đèn đường,den_duong,"POINT [108.25787723064424, 16.008211389127784]",2025-11-25T11:39:33.910Z
﻿Đèn đường,den_duong,"POINT [108.25818300247192, 16.008685777144326]",2025-11-25T11:39:36.508Z
﻿Đèn đường,den_duong,"POINT [108.2573837041855, 16.009227196873134]",2025-11-25T11:39:37.664Z
﻿Đèn đường,den_duong,"POINT [108.25748562812805, 16.00999033837908]",2025-11-25T11:39:40.456Z
﻿Đèn đường,den_duong,"POINT [108.25711548328401, 16.009784084205624]",2025-11-25T11:39:39.356Z
﻿Đèn đường,den_duong,"POINT [108.25775921344759, 16.009459233450407]",2025-11-25T11:39:38.472Z
﻿Đèn đường,den_duong,"POINT [108.25673997402193, 16.01049566020371]",2025-11-25T11:39:41.924Z
﻿Đèn đường,den_duong,"POINT [108.25709939002991, 16.010743164304294]",2025-11-25T11:39:43.090Z
﻿Đèn đường,den_duong,"POINT [108.25616061687471, 16.011681614565365]",2025-11-25T11:39:45.836Z
﻿Đèn đường,den_duong,"POINT [108.25657904148102, 16.011851772656794]",2025-11-25T11:39:47.614Z
